"year", "month", "day", "organization_name","organization_title","broken_package_count","broken_resource_count","broken_resource_percent","package_count","broken_package_percent"
16, 01, 05, "state-of-washington","State of Washington","1","1","0","229","0"
16, 01, 05, "un-org","United Nations Cartographic Section","8","8","2","135","5"
16, 01, 05, "university-of-arizona","University of Arizona","3","6","0","591","0"
16, 01, 05, "uidaho-edu","University of Idaho","104","165","15","400","26"
16, 01, 05, "unh-edu","University of New Hampshire","63","171","3","1827","3"
16, 01, 05, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
16, 01, 05, "census-gov","US Census Bureau, Department of Commerce","194","235","0","135046","0"
16, 01, 05, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
16, 01, 05, "hhs-gov","U.S. Department of Health & Human Services","106","139","3","1711","6"
16, 01, 05, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
16, 01, 05, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","6","25229","6"
16, 01, 05, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","760","0"
16, 01, 05, "usgs-gov","U.S. Geological Survey, Department of the Interior","77187","126456","2","1518642","5"
16, 01, 05, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
16, 01, 05, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
16, 01, 05, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
16, 01, 05, "wake-county","Wake County","1","1","0","131","0"
16, 01, 05, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 01, 05, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 01, 05, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 01, 06, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 01, 06, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 01, 06, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 01, 06, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 01, 06, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 01, 06, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 01, 06, "boem-gov","Bureau of Ocean Energy Management, Department of the Interior","1","1","0","61","1"
16, 01, 06, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 01, 06, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 01, 06, "city-of-baltimore","City of Baltimore","1","1","0","117","0"
16, 01, 06, "city-of-baton-rouge","City of Baton Rouge","3","9","11","20","15"
16, 01, 06, "city-of-charlotte","City of Charlotte","1","1","0","52","1"
16, 01, 06, "city-of-chicago","City of Chicago","12","22","1","429","2"
16, 01, 06, "city-of-los-angeles","City of Los Angeles","7","9","1","215","3"
16, 01, 06, "city-of-new-york","City of New York","27","49","1","1033","2"
16, 01, 06, "city-of-san-francisco","City of San Francisco","5","11","1","343","1"
16, 01, 06, "city-of-seattle","City of Seattle","31","73","7","268","11"
16, 01, 06, "cook-county-of-illinois","Cook County of Illinois","7","10","0","366","1"
16, 01, 06, "cornell-edu","Cornell University ","107","301","13","1772","6"
16, 01, 06, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
16, 01, 06, "usda-gov","Department of Agriculture","10","10","0","616","1"
16, 01, 06, "doc-gov","Department of Commerce","38","38","8","423","8"
16, 01, 06, "dod-gov","Department of Defense","138","146","37","378","36"
16, 01, 06, "ed-gov","Department of Education","15","37","4","233","6"
16, 01, 06, "doe-gov","Department of Energy","3","4","0","1152","0"
16, 01, 06, "dhs-gov","Department of Homeland Security","12","12","4","251","4"
16, 01, 06, "hud-gov","Department of Housing and Urban Development","13","13","6","174","7"
16, 01, 06, "doj-gov","Department of Justice","1","1","0","954","0"
16, 01, 06, "dol-gov","Department of Labor","30","31","5","374","8"
16, 01, 06, "state-gov","Department of State","3","4","0","109","2"
16, 01, 06, "treasury-gov","Department of the Treasury","8","8","2","237","3"
16, 01, 06, "dot-gov","Department of Transportation","171","176","5","3129","5"
16, 01, 06, "va-gov","Department of Veterans Affairs","2","2","0","1128","0"
16, 01, 06, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","893","2163","3","5461","16"
16, 01, 06, "eop-gov","Executive Office of the President","2","2","1","44","4"
16, 01, 06, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
16, 01, 06, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
16, 01, 06, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
16, 01, 06, "gsa-gov","General Services Administration","3","3","1","147","2"
16, 01, 06, "glc-org","Great Lakes Commission","60","297","69","86","69"
16, 01, 06, "isu-edu","Idaho State University","56","168","7","2076","2"
16, 01, 06, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
16, 01, 06, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
16, 01, 06, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
16, 01, 06, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
16, 01, 06, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
16, 01, 06, "mcc-gov","Millenium Challenge Corporation","3","6","0","109","2"
16, 01, 06, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","5","73","8"
16, 01, 06, "nasa-gov","National Aeronautics and Space Administration","806","806","2","31422","2"
16, 01, 06, "nara-gov","National Archives and Records Administration","1","1","1","63","1"
16, 01, 06, "nist-gov","National Institute of Standards and Technology, Department of Commerce","1","2","0","33","3"
16, 01, 06, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
16, 01, 06, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","66495","0"
16, 01, 06, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
16, 01, 06, "nsf-gov","National Science Foundation","5","5","3","143","3"
16, 01, 06, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
16, 01, 06, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","13975","27"
16, 01, 06, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
16, 01, 06, "usa-net","Nuna Technologies","1","2","10","8","12"
16, 01, 06, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
16, 01, 06, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
16, 01, 06, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
16, 01, 06, "opm-gov","Office of Personnel Management","2","2","0","497","0"
16, 01, 06, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
16, 01, 06, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
16, 01, 06, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
16, 01, 06, "sss-gov","Selective Service System","9","9","100","9","100"
16, 01, 06, "state-of-alaska","State of Alaska","5","6","0","369","1"
16, 01, 06, "arkansas-gov","State of Arkansas","68","97","9","359","18"
16, 01, 06, "ca-gov","State of California","244","357","24","722","33"
16, 01, 06, "state-of-connecticut","State of Connecticut","13","39","3","255","5"
16, 01, 06, "state-of-hawaii","State of Hawaii","7","7","0","420","1"
16, 01, 06, "state-of-illinois","State of Illinois","7","7","0","564","1"
16, 01, 06, "state-of-maryland","State of Maryland","6","6","0","297","2"
16, 01, 06, "state-mn-us","State of Minnesota","15","15","6","211","7"
16, 01, 06, "state-of-missouri","State of Missouri","6","18","1","261","2"
16, 01, 06, "state-of-new-york","State of New York","19","56","2","485","3"
16, 01, 06, "nd-gov","State of North Dakota","32","47","4","237","13"
16, 01, 06, "state-of-oregon","State of Oregon","5","5","0","434","1"
16, 01, 06, "state-of-washington","State of Washington","1","1","0","229","0"
16, 01, 06, "un-org","United Nations Cartographic Section","8","8","2","135","5"
16, 01, 06, "university-of-arizona","University of Arizona","3","6","0","591","0"
16, 01, 06, "uidaho-edu","University of Idaho","104","165","15","400","26"
16, 01, 06, "unh-edu","University of New Hampshire","63","171","3","1827","3"
16, 01, 06, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
16, 01, 06, "census-gov","US Census Bureau, Department of Commerce","194","235","0","135046","0"
16, 01, 06, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
16, 01, 06, "hhs-gov","U.S. Department of Health & Human Services","106","139","3","1676","6"
16, 01, 06, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
16, 01, 06, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","6","25232","6"
16, 01, 06, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","760","0"
16, 01, 06, "usgs-gov","U.S. Geological Survey, Department of the Interior","77800","127040","2","1518678","5"
16, 01, 06, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
16, 01, 06, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
16, 01, 06, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
16, 01, 06, "wake-county","Wake County","1","1","0","131","0"
16, 01, 06, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 01, 06, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 01, 06, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 01, 07, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 01, 07, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 01, 07, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 01, 07, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 01, 07, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 01, 07, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 01, 07, "boem-gov","Bureau of Ocean Energy Management, Department of the Interior","1","1","0","61","1"
16, 01, 07, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 01, 07, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 01, 07, "city-of-baltimore","City of Baltimore","1","1","0","117","0"
16, 01, 07, "city-of-baton-rouge","City of Baton Rouge","3","9","11","20","15"
16, 01, 07, "city-of-charlotte","City of Charlotte","1","1","0","52","1"
16, 01, 07, "city-of-chicago","City of Chicago","12","22","1","430","2"
16, 01, 07, "city-of-los-angeles","City of Los Angeles","7","9","1","215","3"
16, 01, 07, "city-of-new-york","City of New York","27","49","1","1033","2"
16, 01, 07, "city-of-san-francisco","City of San Francisco","5","11","1","343","1"
16, 01, 07, "city-of-seattle","City of Seattle","31","73","7","268","11"
16, 01, 07, "cook-county-of-illinois","Cook County of Illinois","7","10","0","366","1"
16, 01, 07, "cornell-edu","Cornell University ","107","301","13","1772","6"
16, 01, 07, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
16, 01, 07, "usda-gov","Department of Agriculture","10","10","0","616","1"
16, 01, 07, "doc-gov","Department of Commerce","38","38","8","423","8"
16, 01, 07, "dod-gov","Department of Defense","138","146","37","378","36"
16, 01, 07, "ed-gov","Department of Education","15","37","4","233","6"
16, 01, 07, "doe-gov","Department of Energy","3","4","0","1152","0"
16, 01, 07, "dhs-gov","Department of Homeland Security","12","12","4","251","4"
16, 01, 07, "hud-gov","Department of Housing and Urban Development","13","13","6","174","7"
16, 01, 07, "doj-gov","Department of Justice","1","1","0","954","0"
16, 01, 07, "dol-gov","Department of Labor","30","31","5","374","8"
16, 01, 07, "state-gov","Department of State","3","4","0","109","2"
16, 01, 07, "treasury-gov","Department of the Treasury","8","8","2","237","3"
16, 01, 07, "dot-gov","Department of Transportation","171","176","5","3129","5"
16, 01, 07, "va-gov","Department of Veterans Affairs","2","2","0","1128","0"
16, 01, 07, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","893","2163","3","5461","16"
16, 01, 07, "eop-gov","Executive Office of the President","2","2","1","44","4"
16, 01, 07, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
16, 01, 07, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
16, 01, 07, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
16, 01, 07, "gsa-gov","General Services Administration","3","3","1","162","1"
16, 01, 07, "glc-org","Great Lakes Commission","60","297","69","86","69"
16, 01, 07, "isu-edu","Idaho State University","56","168","7","2076","2"
16, 01, 07, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
16, 01, 07, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
16, 01, 07, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
